Date,Energy (kWh),Reactive energy (kVArh),Power (kW),Maximeter (kW),Reactive power (kVAr),Voltage (V),Intensity (A),Power factor (φ)
4 Aug 2019 00:30:00,1.481,0.399,5.302,6.237,-7.894,123.945,58.419,0.620
4 Aug 2019 00:45:00,1.809,0.911,6.953,8.336,-4.457,123.020,65.858,0.168
4 Aug 2019 01:00:00,1.490,0.800,6.893,7.983,-4.218,123.765,61.428,0.636
4 Aug 2019 01:15:00,2.011,1.100,8.858,10.654,-3.956,123.070,75.206,0.167
4 Aug 2019 01:30:00,3.789,2.690,14.914,15.578,-4.182,124.290,120.191,0.629
4 Aug 2019 01:45:00,3.410,0.200,13.887,13.996,-17.535,123.725,118.050,0.156
4 Aug 2019 02:00:00,3.501,0.210,13.929,14.040,-13.333,124.260,113.629,0.639
4 Aug 2019 02:15:00,3.390,0.190,13.821,13.957,-11.418,123.595,114.589,0.183
4 Aug 2019 02:30:00,2.710,0.299,14.037,14.205,-19.689,124.575,118.337,0.627
4 Aug 2019 02:45:00,4.399,0.310,14.002,14.089,-16.869,123.565,118.844,0.165
4 Aug 2019 03:00:00,3.511,0.290,13.956,14.202,-15.228,123.985,110.930,0.643
4 Aug 2019 03:15:00,3.499,0.210,13.928,14.102,-17.767,123.265,112.100,0.175
4 Aug 2019 03:30:00,3.491,0.200,13.939,14.094,-17.499,123.515,109.264,0.636
4 Aug 2019 03:45:00,3.410,0.090,13.906,14.049,-16.059,123.050,113.901,0.159
4 Aug 2019 04:00:00,3.400,0.210,14.058,14.207,-18.345,124.175,110.192,0.628
4 Aug 2019 04:15:00,3.499,0.200,13.839,13.962,-17.633,123.545,109.703,0.164
4 Aug 2019 04:30:00,3.491,0.200,13.982,14.132,-18.779,124.450,115.930,0.627
4 Aug 2019 04:45:00,3.509,0.190,13.866,14.065,-17.224,123.500,109.275,0.166
4 Aug 2019 05:00:00,3.491,0.310,13.933,14.014,-17.821,124.450,111.583,0.630
4 Aug 2019 05:15:00,3.510,0.190,11.323,13.988,-13.748,123.750,96.066,0.155
4 Aug 2019 05:30:00,1.599,0.610,6.331,6.469,-5.229,124.515,61.215,0.635
4 Aug 2019 05:45:00,1.590,0.800,6.354,6.585,-4.933,123.730,60.287,0.171
4 Aug 2019 06:00:00,1.611,0.801,6.436,6.501,-5.248,124.235,61.359,0.635
4 Aug 2019 06:15:00,1.590,0.690,6.395,6.636,-4.391,123.280,59.077,0.171
4 Aug 2019 06:30:00,1.610,0.810,6.369,6.451,-3.431,124.395,55.368,0.640
4 Aug 2019 06:45:00,1.599,0.800,6.463,6.516,-5.236,123.510,63.064,0.170
4 Aug 2019 07:00:00,1.291,0.700,5.290,6.501,-5.487,123.855,52.634,0.649
4 Aug 2019 07:15:00,0.990,0.400,3.407,4.824,-1.083,123.430,28.025,0.243
4 Aug 2019 07:30:00,0.699,0.500,3.354,4.384,2.329,124.495,17.619,0.744
4 Aug 2019 07:45:00,1.301,1.000,3.180,4.034,2.305,0.000,16.232,0.976
4 Aug 2019 08:00:00,0.600,0.500,2.331,2.839,0.658,124.135,14.498,0.730
4 Aug 2019 08:15:00,0.299,0.000,1.290,1.315,-2.297,0.000,11.579,0.936
4 Aug 2019 08:30:00,0.601,0.500,3.282,4.656,2.744,123.840,18.706,0.740
4 Aug 2019 08:45:00,0.899,0.600,3.370,4.637,2.652,0.000,18.812,0.973
4 Aug 2019 09:00:00,0.701,0.599,3.083,3.169,2.143,123.200,15.285,0.971
4 Aug 2019 09:15:00,1.700,0.201,7.710,10.232,-6.686,0.000,49.185,0.965
4 Aug 2019 09:30:00,2.599,0.000,10.602,10.605,-11.052,123.140,66.591,0.965
4 Aug 2019 09:45:00,2.500,0.000,10.190,10.212,-11.051,0.000,66.239,0.960
4 Aug 2019 10:00:00,2.601,0.000,10.594,10.671,-11.055,122.855,66.692,0.965
4 Aug 2019 10:15:00,2.500,0.000,10.266,10.375,-11.054,0.000,66.905,0.960
4 Aug 2019 10:30:00,2.600,0.000,10.666,10.704,-5.907,123.110,66.873,0.976
4 Aug 2019 10:45:00,2.599,0.000,10.368,10.449,-11.248,0.000,67.766,0.960
4 Aug 2019 11:00:00,2.701,0.000,10.701,10.721,-11.140,123.315,67.286,0.965
4 Aug 2019 11:15:00,2.599,0.000,10.381,10.385,-11.093,0.000,67.506,0.960
4 Aug 2019 11:30:00,2.601,0.000,10.681,10.786,-11.172,123.445,67.573,0.965
4 Aug 2019 11:45:00,2.600,0.000,10.401,10.488,-8.667,0.000,67.532,0.971
4 Aug 2019 12:00:00,2.599,0.000,10.803,10.851,-11.269,123.715,67.859,0.965
4 Aug 2019 12:15:00,2.500,0.000,10.441,10.514,-8.677,0.000,67.979,0.971
4 Aug 2019 12:30:00,2.700,0.000,10.772,10.806,-11.120,123.825,67.585,0.965
4 Aug 2019 12:45:00,2.601,0.000,10.424,10.489,-11.210,0.000,68.140,0.960
4 Aug 2019 13:00:00,2.500,0.000,10.669,10.755,-5.853,123.930,65.852,0.976
4 Aug 2019 13:15:00,1.500,0.299,5.230,10.280,-2.169,0.000,31.432,0.971
4 Aug 2019 13:30:00,0.799,0.500,3.049,3.079,2.128,124.255,15.086,0.972
4 Aug 2019 13:45:00,0.601,0.500,2.672,2.733,2.061,0.000,14.806,0.974
4 Aug 2019 14:00:00,0.800,0.600,3.257,4.343,2.444,0.000,17.939,0.975
4 Aug 2019 14:15:00,1.000,0.801,4.732,4.734,3.057,124.615,23.619,0.974
4 Aug 2019 14:30:00,1.099,0.699,3.830,4.477,2.742,0.000,20.458,0.976
4 Aug 2019 14:45:00,0.700,0.500,3.139,3.217,2.034,124.535,15.025,0.973
4 Aug 2019 15:00:00,0.701,0.500,2.742,2.792,1.972,0.000,14.800,0.977
4 Aug 2019 15:15:00,0.599,0.500,3.100,3.111,2.045,124.580,14.946,0.973
4 Aug 2019 15:30:00,1.000,0.400,2.290,2.845,0.700,0.000,13.692,0.963
4 Aug 2019 15:45:00,0.301,0.000,1.637,1.669,-2.163,124.205,10.805,0.954
4 Aug 2019 16:00:00,0.300,0.000,1.246,1.266,-2.096,0.000,10.764,0.939
4 Aug 2019 16:15:00,0.500,0.201,2.450,2.885,0.759,124.685,13.378,0.964
4 Aug 2019 16:30:00,0.899,0.700,3.226,4.476,2.515,0.000,18.026,0.973
4 Aug 2019 16:45:00,0.701,0.500,3.105,3.145,2.134,124.705,15.359,0.972
4 Aug 2019 17:00:00,1.000,0.500,5.177,10.149,-2.258,0.000,32.124,0.969
4 Aug 2019 17:15:00,2.500,0.000,10.477,10.513,-10.926,124.895,65.706,0.965
4 Aug 2019 17:30:00,2.500,0.000,10.137,10.203,-8.450,0.000,66.092,0.971
4 Aug 2019 17:45:00,2.599,0.000,10.498,10.547,-11.030,124.725,66.106,0.965
4 Aug 2019 18:00:00,2.500,0.000,10.145,10.212,-11.002,0.000,66.233,0.960
4 Aug 2019 18:15:00,2.601,0.000,10.693,10.794,-11.092,125.145,66.919,0.965
4 Aug 2019 18:30:00,2.500,0.000,10.267,10.320,-11.231,0.000,67.192,0.959
4 Aug 2019 18:45:00,2.600,0.000,10.610,10.660,-6.266,125.130,67.233,0.976
4 Aug 2019 19:00:00,2.599,0.000,10.253,10.405,-8.186,0.000,65.472,0.972
4 Aug 2019 19:15:00,2.500,0.100,10.595,10.638,-11.028,124.480,66.913,0.965
4 Aug 2019 19:30:00,2.601,0.000,10.356,10.406,-8.806,0.000,68.193,0.970
4 Aug 2019 19:45:00,2.699,0.099,10.619,10.663,-8.880,124.340,68.031,0.970
4 Aug 2019 20:00:00,2.601,0.000,10.395,10.418,-11.466,0.000,68.513,0.959
4 Aug 2019 20:15:00,2.600,0.100,10.653,10.717,-3.818,124.345,68.958,0.976
4 Aug 2019 20:30:00,2.599,0.101,10.400,10.442,-6.659,0.000,69.825,0.980
4 Aug 2019 20:45:00,2.901,0.100,11.965,12.708,-12.013,124.360,96.901,0.910
4 Aug 2019 21:00:00,3.010,0.389,11.244,14.031,-11.875,0.000,100.162,0.752
4 Aug 2019 21:15:00,1.589,0.800,6.865,6.955,-5.460,124.410,65.110,0.866
4 Aug 2019 21:30:00,1.610,0.811,6.546,6.766,-5.205,0.000,63.673,0.767
4 Aug 2019 21:45:00,1.591,0.900,6.645,6.845,-4.412,124.050,60.551,0.866
4 Aug 2019 22:00:00,1.610,0.799,6.331,6.423,-3.887,0.000,59.049,0.767
4 Aug 2019 22:15:00,1.600,0.790,6.686,6.866,-3.912,124.150,57.182,0.871
4 Aug 2019 22:30:00,1.589,0.801,6.278,6.545,-4.050,122.840,56.891,0.061
4 Aug 2019 22:45:00,1.710,0.910,6.652,6.781,-4.473,184.523,61.619,0.124
4 Aug 2019 23:00:00,1.611,0.799,6.328,6.501,-4.213,0.000,59.309,0.768
4 Aug 2019 23:15:00,1.600,0.800,6.631,6.767,-3.408,183.195,56.234,0.111
4 Aug 2019 23:30:00,1.590,0.291,7.899,14.066,-13.573,0.000,81.294,0.734
4 Aug 2019 23:45:00,1.309,0.200,5.212,5.366,-9.861,183.608,58.164,0.115
5 Aug 2019 00:00:00,1.190,0.210,4.769,5.014,-7.998,0.000,47.331,0.748
5 Aug 2019 00:15:00,1.610,0.800,7.060,8.501,-5.365,182.328,67.529,0.138
5 Aug 2019 00:30:00,1.700,0.800,6.351,6.474,-5.793,0.000,63.408,0.771
5 Aug 2019 00:45:00,1.491,0.690,6.721,6.884,-6.077,182.800,64.374,0.125
5 Aug 2019 01:00:00,2.809,0.299,12.522,14.006,-11.524,0.000,96.893,0.788
5 Aug 2019 01:15:00,3.681,0.210,14.160,14.267,-16.244,182.233,113.786,0.139
5 Aug 2019 01:30:00,3.410,0.200,13.817,13.968,-18.257,0.000,111.608,0.758
5 Aug 2019 01:45:00,3.400,0.200,14.134,14.304,-18.199,182.553,112.180,0.122
5 Aug 2019 02:00:00,3.489,0.190,13.742,13.979,-15.268,0.000,108.915,0.773
5 Aug 2019 02:15:00,3.410,0.200,14.096,14.241,-18.356,182.628,113.051,0.106
5 Aug 2019 02:30:00,3.491,0.210,13.997,14.061,-14.988,0.000,116.884,0.774
5 Aug 2019 02:45:00,3.410,0.300,14.356,14.512,-14.456,183.098,116.160,0.123
5 Aug 2019 03:00:00,3.390,0.200,13.864,14.135,-18.327,0.000,113.395,0.757
5 Aug 2019 03:15:00,3.509,0.190,14.255,14.422,-18.058,182.390,110.279,0.122
5 Aug 2019 03:30:00,3.711,0.200,14.041,14.163,-18.327,0.000,111.968,0.756
5 Aug 2019 03:45:00,3.489,0.210,14.387,14.574,-17.464,182.575,107.738,0.137
5 Aug 2019 04:00:00,3.411,0.200,13.888,14.085,-17.339,0.000,109.359,0.760
5 Aug 2019 04:15:00,3.590,0.300,14.141,14.241,-16.377,182.085,104.779,0.109
5 Aug 2019 04:30:00,3.509,0.200,13.949,14.074,-17.083,0.000,105.729,0.765
5 Aug 2019 04:45:00,3.491,0.200,14.087,14.238,-18.048,182.370,112.792,0.007
5 Aug 2019 05:00:00,2.010,0.491,6.184,6.351,-5.308,0.000,61.704,0.769
5 Aug 2019 05:15:00,1.589,0.700,6.349,6.458,-4.763,182.628,60.156,-0.005
5 Aug 2019 05:30:00,1.610,0.809,6.405,6.521,-5.516,0.000,62.372,0.770
5 Aug 2019 05:45:00,1.591,0.700,6.266,6.375,-3.823,182.503,58.999,-0.003
5 Aug 2019 06:00:00,1.510,0.700,6.257,6.403,-5.382,0.000,62.313,0.770
5 Aug 2019 06:15:00,1.690,0.800,6.274,6.484,-5.645,182.483,62.652,-0.006
5 Aug 2019 06:30:00,1.510,0.700,6.282,6.412,-5.651,0.000,63.167,0.770
5 Aug 2019 06:45:00,1.590,0.690,6.251,6.317,-3.981,182.338,54.870,-0.002
5 Aug 2019 07:00:00,1.400,0.610,5.142,6.332,-6.434,0.000,56.135,0.780
5 Aug 2019 07:15:00,1.299,0.201,4.013,8.200,-4.821,182.685,32.081,0.042
5 Aug 2019 07:30:00,0.300,0.000,1.105,1.141,-1.676,0.000,8.706,0.944
5 Aug 2019 07:45:00,0.301,0.000,1.139,1.157,-1.651,122.480,8.712,0.727
5 Aug 2019 08:00:00,0.399,0.299,1.992,2.454,0.903,0.000,12.719,0.960
5 Aug 2019 08:15:00,0.901,0.801,3.899,4.502,2.904,122.080,21.291,0.737
5 Aug 2019 08:30:00,0.700,0.500,2.745,2.823,2.090,0.000,15.254,0.974
5 Aug 2019 08:45:00,1.000,0.399,5.328,10.406,-1.426,122.095,29.459,0.738
5 Aug 2019 09:00:00,2.600,0.000,10.336,10.541,-8.453,0.000,59.152,0.972
5 Aug 2019 09:15:00,2.699,0.000,12.908,12.944,-18.090,121.950,102.632,0.873
5 Aug 2019 09:30:00,3.001,0.000,12.212,12.217,-16.399,0.000,94.828,0.780
5 Aug 2019 09:45:00,2.699,0.000,10.816,10.967,-9.664,122.065,63.578,0.968
5 Aug 2019 10:00:00,2.601,0.101,10.484,10.550,-5.349,0.000,65.393,0.975
5 Aug 2019 10:15:00,2.699,0.000,10.917,11.140,-7.770,121.595,64.739,0.973
5 Aug 2019 10:30:00,2.601,0.000,10.371,10.420,-8.928,0.000,61.433,0.970
5 Aug 2019 10:45:00,2.700,0.000,11.034,11.131,-9.654,121.905,63.219,0.969
5 Aug 2019 11:00:00,2.600,0.000,10.570,10.619,-10.126,0.000,64.366,0.965
5 Aug 2019 11:15:00,2.800,0.000,11.164,11.272,-5.779,122.225,66.133,0.977
5 Aug 2019 11:30:00,2.700,0.000,10.725,10.838,-7.714,0.000,64.479,0.976
5 Aug 2019 11:45:00,2.600,0.100,11.016,11.166,-10.119,123.215,65.032,0.968
5 Aug 2019 12:00:00,2.700,0.000,10.793,10.975,-9.947,0.000,64.506,0.967
5 Aug 2019 12:15:00,2.700,0.000,11.074,11.226,-7.770,122.845,65.173,0.973
5 Aug 2019 12:30:00,2.699,0.199,10.791,10.898,-10.186,0.000,65.152,0.966
5 Aug 2019 12:45:00,2.000,0.201,7.735,10.796,-5.518,123.180,44.965,0.969
5 Aug 2019 13:00:00,0.700,0.500,2.710,2.789,2.107,0.000,15.159,0.948
5 Aug 2019 13:15:00,0.601,0.500,2.974,3.029,1.997,124.045,14.379,0.972
5 Aug 2019 13:30:00,0.699,0.500,2.612,2.628,2.147,0.000,14.939,0.972
5 Aug 2019 13:45:00,0.701,0.600,3.000,3.039,2.097,123.995,14.911,0.972
5 Aug 2019 14:00:00,0.700,0.500,2.718,2.723,2.143,0.000,15.286,0.973
5 Aug 2019 14:15:00,0.699,0.500,3.012,3.025,2.100,123.555,14.912,0.972
5 Aug 2019 14:30:00,0.700,0.500,2.713,2.717,2.065,0.000,15.058,0.975
5 Aug 2019 14:45:00,1.000,0.400,2.221,2.755,0.732,0.000,13.633,0.963
5 Aug 2019 15:00:00,0.300,0.000,1.252,1.294,-2.001,0.000,10.492,0.941
5 Aug 2019 15:15:00,0.301,0.000,1.597,1.620,-2.029,124.630,10.579,0.955
5 Aug 2019 15:30:00,0.399,0.200,1.673,2.499,-0.711,0.000,12.338,0.948
5 Aug 2019 15:45:00,0.901,0.699,3.568,4.860,2.530,124.565,18.125,0.971
5 Aug 2019 16:00:00,0.700,0.500,2.705,2.725,2.157,0.000,15.345,0.973
5 Aug 2019 16:15:00,0.800,0.500,5.579,10.645,0.376,124.565,30.764,0.975
5 Aug 2019 16:30:00,2.599,0.000,10.184,10.300,-5.166,0.000,61.193,0.985
5 Aug 2019 16:45:00,2.600,0.000,10.500,10.582,-5.173,124.435,61.579,0.973
5 Aug 2019 17:00:00,2.601,0.000,10.247,10.342,-5.110,0.000,61.206,0.986
5 Aug 2019 17:15:00,2.600,0.400,11.079,12.086,-3.113,124.575,62.859,0.970
5 Aug 2019 17:30:00,3.000,2.401,11.801,12.010,9.469,0.000,66.525,0.972
5 Aug 2019 17:45:00,2.900,2.000,11.718,12.135,3.256,125.035,67.359,0.969
5 Aug 2019 18:00:00,2.600,0.000,10.588,10.606,-5.778,0.000,65.447,0.983
5 Aug 2019 18:15:00,2.599,0.000,10.847,10.947,-10.316,124.870,64.506,0.962
5 Aug 2019 18:30:00,2.700,0.000,10.525,10.586,-10.244,0.000,64.039,0.965
5 Aug 2019 18:45:00,2.601,0.000,10.802,10.872,-10.409,124.805,64.686,0.967
5 Aug 2019 19:00:00,2.600,0.000,10.352,10.454,-5.587,0.000,63.726,0.984
5 Aug 2019 19:15:00,2.599,0.000,10.805,10.909,-8.012,125.010,64.472,0.972
5 Aug 2019 19:30:00,2.601,0.000,10.568,10.611,-10.476,0.000,65.273,0.964
5 Aug 2019 19:45:00,2.699,0.000,10.854,10.974,-10.606,124.595,65.706,0.966
5 Aug 2019 20:00:00,2.601,0.000,10.467,10.581,-7.889,0.000,63.885,0.974
5 Aug 2019 20:15:00,2.399,0.099,8.171,10.852,-6.246,124.645,47.439,0.969
5 Aug 2019 20:30:00,0.701,0.500,2.716,2.762,1.896,0.000,14.492,0.977
5 Aug 2019 20:45:00,0.990,0.600,4.400,5.188,-2.805,124.515,36.807,0.913
5 Aug 2019 21:00:00,1.500,0.601,6.265,6.381,-5.342,0.000,62.417,0.770
5 Aug 2019 21:15:00,1.609,0.690,6.645,6.809,-3.637,124.490,52.648,0.878
5 Aug 2019 21:30:00,1.600,0.700,6.271,6.415,-4.739,0.000,59.595,0.775
5 Aug 2019 21:45:00,1.491,0.710,6.692,6.817,-6.392,124.185,65.176,0.868
5 Aug 2019 22:00:00,1.609,0.700,6.266,6.347,-4.082,0.000,54.466,0.781
5 Aug 2019 22:15:00,1.791,0.600,9.180,14.336,-8.921,123.850,73.273,0.872
5 Aug 2019 22:30:00,1.310,0.190,4.801,4.939,-8.569,122.890,52.470,0.166
5 Aug 2019 22:45:00,1.289,0.200,5.111,5.183,-8.374,184.443,53.272,0.118
5 Aug 2019 23:00:00,1.311,0.310,5.127,6.010,-5.956,0.000,48.806,0.763
5 Aug 2019 23:15:00,1.789,0.899,7.191,8.690,-3.820,183.270,61.501,0.127
5 Aug 2019 23:30:00,1.610,0.700,6.379,6.533,-5.380,0.000,59.247,0.775
5 Aug 2019 23:45:00,1.601,0.600,8.224,11.620,-8.536,182.503,70.226,0.125
6 Aug 2019 00:00:00,3.390,0.200,13.640,13.821,-13.782,0.000,104.353,0.778
6 Aug 2019 00:15:00,3.509,0.200,14.200,14.485,-14.907,182.055,109.220,0.140
6 Aug 2019 00:30:00,3.491,0.190,13.848,14.058,-17.880,0.000,112.020,0.758
6 Aug 2019 00:45:00,3.310,0.200,14.243,14.502,-18.218,181.958,111.303,0.123
6 Aug 2019 01:00:00,3.489,0.210,13.786,13.915,-17.107,0.000,107.409,0.765
6 Aug 2019 01:15:00,3.611,0.200,14.246,14.539,-17.058,182.010,106.282,0.124
6 Aug 2019 01:30:00,3.490,0.200,13.811,14.046,-17.636,0.000,107.824,0.763
6 Aug 2019 01:45:00,3.410,0.190,14.285,14.459,-17.368,181.335,107.482,0.124
6 Aug 2019 02:00:00,3.499,0.200,13.858,14.140,-16.124,0.000,103.195,0.771
6 Aug 2019 02:15:00,3.491,0.210,14.358,14.620,-18.090,181.970,111.124,0.108
6 Aug 2019 02:30:00,3.509,0.200,13.930,14.058,-17.833,0.000,111.030,0.761
6 Aug 2019 02:45:00,3.491,0.200,14.446,14.541,-19.043,182.870,114.736,0.136
6 Aug 2019 03:00:00,3.510,0.190,14.010,14.173,-15.083,0.000,108.466,0.774
6 Aug 2019 03:15:00,3.499,0.200,14.282,14.433,-17.530,182.410,111.999,0.123
6 Aug 2019 03:30:00,3.491,0.210,14.104,14.305,-18.304,0.000,114.845,0.757
6 Aug 2019 03:45:00,3.410,0.090,11.647,14.347,-13.152,182.865,89.883,0.124
6 Aug 2019 04:00:00,1.590,0.700,6.221,6.280,-4.777,0.000,58.112,0.777
6 Aug 2019 04:15:00,1.709,0.610,6.599,6.715,-4.764,183.108,58.727,0.127
6 Aug 2019 04:30:00,1.501,0.700,6.351,6.471,-5.226,0.000,58.699,0.776
6 Aug 2019 04:45:00,1.590,0.700,6.721,6.842,-5.580,182.785,61.488,0.111
6 Aug 2019 05:00:00,1.609,0.690,6.386,6.552,-5.153,0.000,59.275,0.774
6 Aug 2019 05:15:00,1.500,0.700,6.721,6.887,-5.399,183.425,59.867,0.127
6 Aug 2019 05:30:00,1.601,0.710,6.300,6.487,-4.094,0.000,58.392,0.779
6 Aug 2019 05:45:00,1.590,0.700,8.351,11.792,-9.108,182.935,73.969,0.109
6 Aug 2019 06:00:00,1.610,0.200,4.775,4.825,-8.884,0.000,55.664,0.740
6 Aug 2019 06:15:00,1.300,0.190,5.330,5.434,-9.892,182.255,57.184,0.116
6 Aug 2019 06:30:00,1.210,0.300,5.450,6.255,-9.280,0.000,61.024,0.742
6 Aug 2019 06:45:00,1.800,0.811,7.842,8.725,-4.879,182.698,68.383,0.125
6 Aug 2019 07:00:00,1.499,0.590,5.855,6.638,-6.399,0.000,59.255,0.779
6 Aug 2019 07:15:00,1.190,0.500,4.520,5.309,-3.861,183.220,40.884,0.145
6 Aug 2019 07:30:00,2.300,0.000,10.251,10.380,-10.199,0.000,63.006,0.963
6 Aug 2019 07:45:00,2.500,0.000,10.557,10.665,-10.124,122.750,62.646,0.967
6 Aug 2019 08:00:00,2.601,0.000,10.241,10.407,-7.744,0.000,62.912,0.974
6 Aug 2019 08:15:00,2.599,0.000,10.920,11.119,-8.894,122.835,60.679,0.970
6 Aug 2019 08:30:00,2.601,0.000,10.412,10.527,-6.742,0.000,60.112,0.979
6 Aug 2019 08:45:00,2.600,0.000,10.886,11.049,-7.045,122.520,61.379,0.974
6 Aug 2019 09:00:00,2.009,0.000,11.038,12.245,-11.546,0.000,75.227,0.906
6 Aug 2019 09:15:00,3.790,0.000,12.987,13.153,-16.698,122.535,99.885,0.875
6 Aug 2019 09:30:00,2.901,0.000,10.531,10.690,-6.920,0.000,61.320,0.979
6 Aug 2019 09:45:00,2.799,0.100,10.905,10.950,-2.678,122.365,60.866,0.983
6 Aug 2019 10:00:00,2.601,0.000,10.650,10.751,-9.048,0.000,61.998,0.970
6 Aug 2019 10:15:00,2.700,0.000,10.969,11.057,-8.590,122.130,60.793,0.971
6 Aug 2019 10:30:00,2.600,0.110,10.627,10.643,-6.944,0.000,61.832,0.979
6 Aug 2019 10:45:00,2.700,0.000,10.998,11.044,-9.320,122.390,63.012,0.970
6 Aug 2019 11:00:00,2.599,0.000,10.562,10.723,-8.805,0.000,61.405,0.971
6 Aug 2019 11:15:00,2.701,0.000,11.125,11.183,-9.355,123.015,63.199,0.970
6 Aug 2019 11:30:00,1.000,0.700,3.506,3.542,3.020,0.000,20.905,0.970
6 Aug 2019 11:45:00,0.799,0.699,3.762,3.793,3.120,123.160,20.499,0.968
6 Aug 2019 12:00:00,0.901,0.801,3.489,3.567,2.959,0.000,20.072,0.971
6 Aug 2019 12:15:00,0.899,0.699,3.826,3.910,2.871,123.725,19.684,0.971
6 Aug 2019 12:30:00,0.700,0.601,2.720,2.803,2.047,184.078,14.945,0.950
6 Aug 2019 12:45:00,0.801,0.399,3.071,3.087,1.878,247.980,14.352,0.962
6 Aug 2019 13:00:00,0.700,0.500,2.712,2.746,1.880,184.756,14.520,0.955
6 Aug 2019 13:15:00,0.700,0.500,3.088,3.100,1.925,249.070,14.685,0.962
6 Aug 2019 13:30:00,0.699,0.101,1.241,1.260,-2.044,184.812,10.599,0.880
6 Aug 2019 13:45:00,0.301,0.000,1.572,1.613,-2.066,248.200,10.766,0.923
6 Aug 2019 14:00:00,0.300,0.000,1.716,2.562,-0.687,184.663,11.479,0.908
6 Aug 2019 14:15:00,0.899,0.700,4.235,4.921,2.671,248.460,20.765,0.963
6 Aug 2019 14:30:00,0.700,0.400,2.791,2.804,2.028,184.277,15.133,0.952
6 Aug 2019 14:45:00,1.000,0.400,5.668,10.690,-2.092,249.290,31.332,0.960
6 Aug 2019 15:00:00,2.601,0.100,10.276,10.433,-10.057,184.479,63.825,0.929
6 Aug 2019 15:15:00,2.600,0.000,10.554,10.657,-3.290,249.340,61.066,0.979
6 Aug 2019 15:30:00,2.500,0.000,10.216,10.259,-7.257,183.346,61.387,0.952
6 Aug 2019 15:45:00,2.699,0.100,10.589,10.666,-7.193,248.860,61.072,0.961
6 Aug 2019 16:00:00,2.601,0.000,10.193,10.274,-9.272,183.185,61.252,0.934
6 Aug 2019 16:15:00,2.500,0.000,10.683,10.721,-7.427,249.680,62.545,0.961
6 Aug 2019 16:30:00,2.599,0.000,10.365,10.400,-5.515,183.229,63.345,0.969
6 Aug 2019 16:45:00,2.901,2.000,12.295,12.393,10.655,249.830,71.012,0.948
6 Aug 2019 17:00:00,3.000,2.599,11.996,12.063,10.437,184.195,70.572,0.938
6 Aug 2019 17:15:00,2.700,0.701,10.840,10.965,-10.321,250.690,64.939,0.944
6 Aug 2019 17:30:00,2.600,0.000,10.449,10.492,-10.279,184.327,64.059,0.927
6 Aug 2019 17:45:00,2.599,0.000,10.819,10.897,-7.974,250.160,64.158,0.959
6 Aug 2019 18:00:00,2.601,0.000,10.503,10.561,-8.058,184.802,64.905,0.948
6 Aug 2019 18:15:00,2.699,0.000,10.835,10.966,-10.539,249.000,64.952,0.948
6 Aug 2019 18:30:00,2.500,0.000,9.450,10.431,-7.504,185.136,59.207,0.946
6 Aug 2019 18:45:00,1.701,0.100,6.917,9.654,-5.196,248.820,40.625,0.951
6 Aug 2019 19:00:00,0.599,0.500,2.710,2.747,1.973,184.760,14.779,0.953
6 Aug 2019 19:15:00,0.700,0.400,3.144,3.179,1.989,249.270,15.052,0.962
6 Aug 2019 19:30:00,0.701,0.500,2.757,2.856,1.935,185.491,15.011,0.955
6 Aug 2019 19:45:00,0.700,0.500,3.166,3.188,1.907,248.740,15.039,0.963
6 Aug 2019 20:00:00,0.800,0.600,2.922,2.979,2.299,185.990,16.206,0.946
6 Aug 2019 20:15:00,0.700,0.600,3.257,3.324,2.464,249.330,16.926,0.955
6 Aug 2019 20:30:00,0.700,0.599,2.900,2.974,2.403,186.067,16.532,0.943
6 Aug 2019 20:45:00,1.310,0.600,4.779,5.925,-5.104,249.050,45.852,0.821
6 Aug 2019 21:00:00,1.289,0.200,4.705,4.771,-7.558,186.005,48.388,0.489
6 Aug 2019 21:15:00,1.310,0.190,5.230,5.364,-8.747,247.720,52.443,0.722
6 Aug 2019 21:30:00,1.301,0.401,5.483,6.392,-9.359,185.898,64.399,0.480
6 Aug 2019 21:45:00,1.800,0.909,7.307,8.726,-5.230,246.410,68.637,0.745
6 Aug 2019 22:00:00,1.590,0.800,6.418,6.579,-4.964,186.413,62.814,0.523
6 Aug 2019 22:15:00,1.610,0.901,9.316,14.551,-9.966,245.225,79.778,0.049
6 Aug 2019 22:30:00,3.500,0.190,13.960,14.118,-18.399,186.556,111.195,0.512
6 Aug 2019 22:45:00,3.489,0.200,14.254,14.455,-19.316,245.385,114.397,0.043
6 Aug 2019 23:00:00,3.410,0.210,13.868,13.999,-18.272,186.740,110.641,0.515
6 Aug 2019 23:15:00,3.491,0.200,14.268,14.429,-18.953,245.375,114.284,0.059
6 Aug 2019 23:30:00,3.410,0.200,13.833,14.090,-18.775,187.062,115.906,0.507
6 Aug 2019 23:45:00,3.599,0.190,14.413,14.685,-18.671,245.240,113.143,0.062
7 Aug 2019 00:00:00,3.081,0.200,13.882,13.952,-15.971,187.675,98.679,0.542
7 Aug 2019 00:15:00,4.020,0.210,14.253,14.377,-16.133,243.980,103.313,0.051
7 Aug 2019 00:30:00,3.489,0.200,14.083,14.166,-18.127,186.638,111.266,0.516
7 Aug 2019 00:45:00,3.511,0.200,14.678,14.794,-18.105,243.625,112.599,0.064
7 Aug 2019 01:00:00,3.499,0.190,13.996,14.135,-15.536,187.189,103.511,0.542
